id,reference_path,search_path,gt_x,gt_y,gt_box_x,gt_box_y,gt_box_w,gt_box_h,architecture,rotation_deg,is_rgb,randomized_acquisition,beam_spot_size_nm,collapse_threshold_nm,dose_reference,dose_search,shear_amplitude_px,drift_jitter_px,astigmatism_ratio,vignette_strength,gamma,barrel_distortion_k,charging_streak_prob,charging_streak_intensity,speckle_sigma,salt_pepper_prob,linewidth_bias_nm,corner_rounding_px,mat_size_nm,strip_width_nm,boundary_bias,seed,tier
193,./dataset_curated/no_noise/reference/00193.png,./dataset_curated/no_noise/search/00193.png,707.3936435900475,348.1887877424337,652.9,292.2,100,100,finfet_28nm,-1.6684333460471228,False,False,5.0,10.0,2000.0,200.0,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,9999,no_noise
114,./dataset_curated/no_noise/reference/00114.png,./dataset_curated/no_noise/search/00114.png,71.01316718297919,247.18108651462836,16.9,204.3,100,100,finfet_14nm,-0.9473479083026408,False,False,5.0,10.0,2000.0,200.0,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,9999,no_noise
104,./dataset_curated/no_noise/reference/00104.png,./dataset_curated/no_noise/search/00104.png,883.8287716754002,865.1843382789015,828.7,820.5,100,100,finfet_45nm,0.7977697048977386,False,False,5.0,10.0,2000.0,200.0,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,9999,no_noise
64,./dataset_curated/no_noise/reference/00064.png,./dataset_curated/no_noise/search/00064.png,360.01777000411755,84.24374476068905,317.2,31.9,100,100,finfet_7nm,0.9881687583089014,False,False,5.0,10.0,2000.0,200.0,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,9999,no_noise
136,./dataset_curated/no_noise/reference/00136.png,./dataset_curated/no_noise/search/00136.png,572.8648002733051,846.1074524312165,522.9,796.1,100,100,finfet_28nm,-0.0058187365725022,False,False,5.0,10.0,2000.0,200.0,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,9999,no_noise
181,./dataset_curated/no_noise/reference/00181.png,./dataset_curated/no_noise/search/00181.png,513.1807697743375,538.2908048173992,464.5,487.8,100,100,finfet_28nm,-1.96077722325089,False,False,5.0,10.0,2000.0,200.0,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,9999,no_noise
21,./dataset_curated/no_noise/reference/00021.png,./dataset_curated/no_noise/search/00021.png,270.5077594103224,281.0226241696427,213.6,238.5,100,100,finfet_45nm,-1.8429438102057647,False,False,5.0,10.0,2000.0,200.0,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,9999,no_noise
154,./dataset_curated/no_noise/reference/00154.png,./dataset_curated/no_noise/search/00154.png,116.28565609675888,547.7552238292234,67.7,507.9,100,100,finfet_10nm,-1.5194977598636252,False,False,5.0,10.0,2000.0,200.0,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,9999,no_noise
100,./dataset_curated/no_noise/reference/00100.png,./dataset_curated/no_noise/search/00100.png,801.6993908235098,644.0325160159455,755.9,584.9,100,100,finfet_7nm,-1.7194080797084093,False,False,5.0,10.0,2000.0,200.0,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,9999,no_noise
135,./dataset_curated/no_noise/reference/00135.png,./dataset_curated/no_noise/search/00135.png,874.3353444527124,169.1239800636002,818.3,112.4,100,100,finfet_14nm,-1.0361131521181366,False,False,5.0,10.0,2000.0,200.0,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,9999,no_noise
107,./dataset_curated/no_noise/reference/00107.png,./dataset_curated/no_noise/search/00107.png,505.39134128059465,158.00156354982303,455.3,108.0,100,100,finfet_7nm,-0.0153249833759336,False,False,5.0,10.0,2000.0,200.0,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,9999,no_noise
29,./dataset_curated/no_noise/reference/00029.png,./dataset_curated/no_noise/search/00029.png,241.5980388731744,317.02822561574806,192.4,265.9,100,100,finfet_7nm,0.2510377341773391,False,False,5.0,10.0,2000.0,200.0,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,9999,no_noise
105,./dataset_curated/no_noise/reference/00105.png,./dataset_curated/no_noise/search/00105.png,455.89364081918194,882.0170524813155,393.5,830.4,100,100,finfet_14nm,1.8601652533916933,False,False,5.0,10.0,2000.0,200.0,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,9999,no_noise
41,./dataset_curated/no_noise/reference/00041.png,./dataset_curated/no_noise/search/00041.png,856.2673565592213,424.7227755680549,805.2,369.8,100,100,finfet_28nm,-0.7917549416638221,False,False,5.0,10.0,2000.0,200.0,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,9999,no_noise
4,./dataset_curated/no_noise/reference/00004.png,./dataset_curated/no_noise/search/00004.png,323.4069224233414,157.07646396665302,263.6,112.3,100,100,finfet_28nm,-1.65343382068562,False,False,5.0,10.0,2000.0,200.0,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,9999,no_noise
96,./dataset_curated/no_noise/reference/00096.png,./dataset_curated/no_noise/search/00096.png,266.50748365537834,287.029161230532,219.4,233.9,100,100,finfet_45nm,0.7742945394747451,False,False,5.0,10.0,2000.0,200.0,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,9999,no_noise
183,./dataset_curated/no_noise/reference/00183.png,./dataset_curated/no_noise/search/00183.png,297.63345702373147,505.7864001471704,247.6,454.6,100,100,finfet_10nm,0.3367070739295563,False,False,5.0,10.0,2000.0,200.0,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,9999,no_noise
46,./dataset_curated/no_noise/reference/00046.png,./dataset_curated/no_noise/search/00046.png,881.9549821357448,912.903491324816,819.6,874.0,100,100,finfet_7nm,1.689543112576304,False,False,5.0,10.0,2000.0,200.0,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,9999,no_noise
9,./dataset_curated/no_noise/reference/00009.png,./dataset_curated/no_noise/search/00009.png,424.6826834155372,584.1785045870572,373.7,533.3,100,100,finfet_7nm,0.6683698192840382,False,False,5.0,10.0,2000.0,200.0,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.35,9999,no_noise
