id,reference_path,search_path,gt_x,gt_y,gt_box_x,gt_box_y,gt_box_w,gt_box_h,architecture,rotation_deg,is_rgb,randomized_acquisition,beam_spot_size_nm,collapse_threshold_nm,dose_reference,dose_search,shear_amplitude_px,drift_jitter_px,astigmatism_ratio,vignette_strength,gamma,barrel_distortion_k,charging_streak_prob,charging_streak_intensity,speckle_sigma,salt_pepper_prob,linewidth_bias_nm,corner_rounding_px,mat_size_nm,strip_width_nm,boundary_bias,seed,tier
123,./dataset_curated/low_noise/reference/00123.png,./dataset_curated/low_noise/search/00123.png,288.0137588581289,415.3482929009617,241.0,358.2,100,100,finfet_45nm,1.9501947037892955,False,True,5.0,10.0,2000.0,736.857308378094,0.9348854268519238,1.2167712534970392,1.1962318284412776,0.1110138237789094,0.7930032486098522,-0.0314589365894665,1.226511104932284,1.5451370771686312,0.2635879582521029,0.0018371365914116,0.0,0.0,2600.0,320.0,0.35,12345,low_noise
101,./dataset_curated/low_noise/reference/00101.png,./dataset_curated/low_noise/search/00101.png,352.50746728873384,526.9957328894386,303.4,481.4,100,100,finfet_28nm,-1.721824324081171,False,True,5.0,10.0,2000.0,627.2442622150755,3.918612472413133,1.7934218424121624,1.1629967978479296,0.2972956505638976,1.299707958194385,-0.0397049950001313,0.3091976497239236,2.1561667180673862,0.2548893312990335,0.0002383078518998,0.0,0.0,2600.0,320.0,0.35,12345,low_noise
142,./dataset_curated/low_noise/reference/00142.png,./dataset_curated/low_noise/search/00142.png,318.6462143157115,649.5080271307554,265.0,595.0,100,100,finfet_7nm,1.413850530209845,False,True,5.0,10.0,2000.0,608.7920338735395,2.0015726940563843,0.8830270799641309,1.018907452128528,0.124046677161602,0.9501896379141254,-0.040477209883219,1.1704344441003969,0.0966157517616998,0.0823078324517743,0.0035345914141408,0.0,0.0,2600.0,320.0,0.35,12345,low_noise
102,./dataset_curated/low_noise/reference/00102.png,./dataset_curated/low_noise/search/00102.png,704.8719004118024,280.617765633561,652.7,228.6,100,100,finfet_22nm,-0.5659151540174459,False,True,5.0,10.0,2000.0,899.2718937382074,3.2899260332214504,0.2100509820660931,1.0970180838774009,0.164969058452559,1.1969768928586966,-0.0281261056710808,1.6000113911681306,0.1890244741969399,0.0669386220733783,0.0049281889743085,0.0,0.0,2600.0,320.0,0.35,12345,low_noise
89,./dataset_curated/low_noise/reference/00089.png,./dataset_curated/low_noise/search/00089.png,583.5834132599502,696.9083575093932,531.7,647.7,100,100,finfet_45nm,0.5455436598132266,False,True,5.0,10.0,2000.0,737.793480899853,3.857180094242125,0.1410448222629859,1.0523507433531856,0.2270997929708261,1.2249273923566617,-0.0255303925812513,2.31785262751365,1.6381450963298378,0.0600093700016369,0.0071764893106119,0.0,0.0,2600.0,320.0,0.35,12345,low_noise
133,./dataset_curated/low_noise/reference/00133.png,./dataset_curated/low_noise/search/00133.png,182.78718151732164,295.28442613562,134.6,242.5,100,100,finfet_10nm,0.5051665444075577,False,True,5.0,10.0,2000.0,325.8077127733133,3.1345909899230238,0.9171368367568687,0.8170522730127856,0.0772740445244276,1.040952712101535,-0.0113511669208061,0.2410730347119631,2.044212878709478,0.00284919148875,0.0043799594271666,0.0,0.0,2600.0,320.0,0.35,12345,low_noise
80,./dataset_curated/low_noise/reference/00080.png,./dataset_curated/low_noise/search/00080.png,847.0501657804996,123.430721454215,803.4,79.4,100,100,finfet_7nm,0.9751404401523174,False,True,5.0,10.0,2000.0,776.8762353131649,0.8258322732862466,0.6150626056071927,0.8265145695183782,0.033699265341127,0.9683241229403264,0.0061531614170026,1.793936121526461,1.833447652458818,0.1959724028174867,0.0005839379825313,0.0,0.0,2600.0,320.0,0.35,12345,low_noise
191,./dataset_curated/low_noise/reference/00191.png,./dataset_curated/low_noise/search/00191.png,252.08904715725367,674.7896757183502,205.2,629.1,100,100,finfet_14nm,-1.004480631531914,False,True,5.0,10.0,2000.0,771.987364606005,3.74440298755427,0.1079162730207934,0.8572737534490911,0.1937738272053254,0.8292342251818908,0.0420622032980745,3.3199261753445084,0.2466903094379106,0.012475165386025,0.00474334433465,0.0,0.0,2600.0,320.0,0.35,12345,low_noise
41,./dataset_curated/low_noise/reference/00041.png,./dataset_curated/low_noise/search/00041.png,130.8729053271451,818.3895813178129,91.8,780.6,100,100,finfet_28nm,-1.9262383747895877,False,True,5.0,10.0,2000.0,332.0617252743052,4.269226619537967,1.008056418380238,0.8356688237731913,0.0848052263570337,0.9510358827944744,0.0103042309821283,0.6111465513745264,1.1657148527876509,0.1027407675404645,0.0033318032212632,0.0,0.0,2600.0,320.0,0.35,12345,low_noise
66,./dataset_curated/low_noise/reference/00066.png,./dataset_curated/low_noise/search/00066.png,273.9449806918163,790.4754856768604,228.7,744.1,100,100,finfet_7nm,-0.9304916500631082,False,True,5.0,10.0,2000.0,605.5638704760233,4.15943810558741,1.5393949536712992,0.8409424845541391,0.0734444787910003,1.1239092532640451,0.014284554342849,0.3713606241346642,0.1052229958137917,0.044650957962868,0.0087126000475873,0.0,0.0,2600.0,320.0,0.35,12345,low_noise
161,./dataset_curated/low_noise/reference/00161.png,./dataset_curated/low_noise/search/00161.png,865.2661490148037,735.5795082909156,816.6,683.5,100,100,finfet_45nm,-0.3251527688278752,False,True,5.0,10.0,2000.0,827.7506314072293,2.415579633583319,0.1987191041347941,0.8487503403844041,0.1614730778256021,0.7504249136349608,-0.0160534579519367,0.2537284187979214,1.0105474305942357,0.1499255420459408,0.0108950382570189,0.0,0.0,2600.0,320.0,0.35,12345,low_noise
18,./dataset_curated/low_noise/reference/00018.png,./dataset_curated/low_noise/search/00018.png,607.4362636833687,78.97835610747173,563.2,30.5,100,100,finfet_10nm,0.78671605222319,False,True,5.0,10.0,2000.0,893.0906594015422,0.657532523206638,1.6833068627196657,1.2129046055797592,0.2873624202340045,0.8344875825597462,-0.0157637415251603,2.607738672828414,0.7686711665657135,0.1226323245580096,0.0018473872592447,0.0,0.0,2600.0,320.0,0.35,12345,low_noise
190,./dataset_curated/low_noise/reference/00190.png,./dataset_curated/low_noise/search/00190.png,846.4110836983834,934.0795554409034,790.8,888.5,100,100,finfet_14nm,0.7360222462955743,False,True,5.0,10.0,2000.0,803.8066363555675,0.8253819294858786,0.267648109405634,0.8144169045035428,0.1317084387184692,1.135681218412275,-0.0083528046368563,1.4030297985409212,0.1753990955940374,0.1760159438676173,0.0009341377045773,0.0,0.0,2600.0,320.0,0.35,12345,low_noise
